Sample_ID,Date,Site,Volume_Filtered_mL,Replicates,Volume_Eluted_uL,Total_Cyano_Rep,Total_Cyano_Copies_Rxn,Total_Cyano_Y_intercept,Total_Cyano_Slope,Total_Cyano_Efficiency,Total_Cyano_R_squared,Total_Cyano_Quality_checks,Total_Cyano_Source_file,mcyE_Rep,mcyE_Copies_Rxn,mcyE_Y_intercept,mcyE_Slope,mcyE_Efficiency,mcyE_R_squared,mcyE_Quality_checks,mcyE_Source_file,sxtA_Rep,sxtA_Copies_Rxn,sxtA_Y_intercept,sxtA_Slope,sxtA_Efficiency,sxtA_R_squared,sxtA_Quality_checks,sxtA_Source_file,Station_Depth_m,Sample_Depth_m,Sample_Depth_category,Local_Time_Eastern_Time_Zone,Latitude_decimal_deg,Longitude_decimal_deg,Wind_speed_knots,Wave_Height_ft,Sky,Secchi_Depth_m,Sample_Temperature_C,CTD_Temperature_C,CTD_Specific_Conductivity_uS_cm,CTD_Beam_Attenuation_m1,CTD_Tramission_,CTD_Dissolved_Oxygen_mg_L,CTD_Photosynthetically_Active_Radiation_uE_m2_s,Turbidity_NTU,Particulate_Microcystin_ug_L,Dissolved_Microcystin_ug_L,Extracted_Phycocyanin_ug_L,Extracted_Chlorophyll_a_ug_L,Total_Phosphorus_ug_P_L,Total_Dissolved_Phosphorus_ug_P_L,Soluble_Reactive_Phosphorus_ug_P_L,Ammonia_ug_N_L,Nitrate_+_Nitrite_mg_N_L,Urea_ug_N_L,Particulate_Organic_Carbon_mg_L,Particulate_Organic_Nitrogen_mg_L,Dissolved_Organic_Carbon_mg_L,Colored_Dissolved_Organic_Material_absorbance_m1_at_400nm,Total_Suspended_Solids_mg_L,Volatile_Suspended_Solids_mg_L,Year,Month,Day,DOY,Total_Cyano_Copies_mL,mcyE_Copies_mL,mcyE_Copies_mL_BDL_Replaced,sxtA_Copies_mL,sxtA_Copies_mL_BDL_Replaced,Particulate_Microcystin_ug_L_BDL_Replaced,Particulate_Microcystin_ug_L_BDL_Replaced_plusoneweek,Particulate_Microcystin_ug_L_BDL_Replaced_plusoneweek_days,Particulate_Microcystin_ug_L_BDL_Replaced_plustwoweeks,Particulate_Microcystin_ug_L_BDL_Replaced_plustwoweeks_days
NA,2014-09-23T00:00:00,WE6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3,0.75,Surface,10:55,41.7105,-83.3819,NA,NA,sunny,NA,NA,16.9,330.5,NA,NA,8.2,70.44,6.59,3.7,1.3,17.46,12.88,62.62,33.19,27.86,15.92,0.2,NA,1.18,0.22,4.2,1.21,4.51,2.69,2014,9,23,266,NA,NA,NA,NA,NA,3.7,1.7,6,2.5,13
NA,2014-09-29T00:00:00,WE6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.75,Surface,10:30,41.7098,-83.3827,NA,NA,sunny,0.5,NA,20,333.9,6,22.4,9.1,333.41,17.7,1.7,1,22.51,45.89,67.47,6.79,<0.25,0.1,0.141,NA,4.31,0.63,4.72,1.61,18.37,9.77,2014,9,29,272,NA,NA,NA,NA,NA,1.7,2.5,7,0.62,16
NA,2014-10-06T00:00:00,WE6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2,0.75,Surface,10:53,41.7108,-83.3806,NA,NA,cloudy,0.4,NA,13,407.3,9.5,9.3,8.1,22.89,26.8,2.5,0.5,30.92,91.22,128.71,7.87,1.52,<0.4,0.373,NA,4.49,0.84,5.51,2.5,25.5,10.65,2014,10,6,279,NA,NA,NA,NA,NA,2.5,0.62,9,0.1,14
NA,2014-10-15T00:00:00,WE6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6,0.75,Surface,10:40,41.7117,-83.3809,NA,NA,mostly sunny,0.7,NA,14.7,301.7,5.5,25.1,8.9,444.34,15.8,0.62,0.3,15.11,26.3,64.29,6.82,1.09,2.37,0.152,NA,1.95,0.31,4.55,1.94,16.19,5.19,2014,10,15,288,NA,NA,NA,NA,NA,0.62,0.1,5,0.1,12
NA,2014-10-20T00:00:00,WE6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3,0.75,Surface,10:45,41.7114,-83.3788,NA,NA,cloudy,0.9,NA,12.1,414.6,3.4,42.7,8.9,108.12,14.7,<0.1,0.7,9.45,19.37,83.82,15.92,5.42,6.71,0.432,NA,2.05,0.37,5.62,NA,11.07,4.57,2014,10,20,293,NA,NA,NA,NA,NA,0.1,0.1,7,0.1,14
NA,2014-10-27T00:00:00,WE6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6,0.75,Surface,10:55,41.71,-83.3784,NA,NA,mostly sunny,0.9,NA,11.6,376.1,3.2,44.7,9.1,450.97,6.27,<0.1,0.35,0.78,10.35,47.29,16.71,6.01,8.13,0.234,NA,0.93,0.13,4.63,1.44,7.85,1.96,2014,10,27,300,NA,NA,NA,NA,NA,0.1,0.1,7,,
NA,2014-11-03T00:00:00,WE6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6,0.75,Surface,11:38,41.7142,-83.3748,NA,NA,sunny,0.2,NA,7.4,359.9,24.3,0.2,10.5,62.43,73.4,<0.1,0.23,0.04,7.6,185.56,27.63,15.37,62.53,0.244,NA,1.78,0.22,3.94,1.01,75.4,6,2014,11,3,307,NA,NA,NA,NA,NA,0.1,,,,
31,2015-06-29T00:00:00,WE6,40,1,60,1,153918.61,35.952,-3.093,110.508,0.996,Good,2015_cyano.XLSX,1,8,37.423,-3.459,94.596,0.99,BQ,2015_mcyE.xlsx,1,50.048,36.678,-3.493,93.328,0.997,Good,2015_mcyE.xlsx,3.08,0.75,Surface,9:53,41.7061,-83.3848,2.82,0.59,cloudy,0.4,NA,19.8,336.3,17.7,1.2,8.9,40,35.8,<0.1,<0.1,1.09,9.56,202.96,132.97,92.03,94.51,3.282,NA,1.28,0.23,7.49,10.49,30.6,0.75,2015,6,29,180,92351.166,BQL< 30.,30,30.0288,30.0288,0.1,0.1,7,0.1,14
32,2015-07-06T00:00:00,WE6,200,1,60,1,5.37E+06,35.952,-3.093,110.508,0.996,OS,2015_cyano.XLSX,1,30,37.423,-3.459,94.596,0.99,BQ,2015_mcyE.xlsx,1,186.095,36.678,-3.493,93.328,0.997,Good,2015_mcyE.xlsx,3.22,0.75,Surface,10:13,41.7006,-83.379,3.03,0.71,sunny,0.8,NA,22.1,303.9,4.9,29.6,7.66,306,10.7,<0.1,<0.1,3.97,32.05,179.8,121.15,44.64,4.47,3.261,NA,1.07,0.22,7.23,9.19,10,2.21,2015,7,6,187,644833.62,BQL< 6.,6,22.3314,22.3314,0.1,0.1,7,0.1,14
33,2015-07-13T00:00:00,WE6,125,1,60,1,2.85E+06,35.952,-3.093,110.508,0.996,Good,2015_cyano.XLSX,1,536,37.423,-3.459,94.596,0.99,Good,2015_mcyE.xlsx,1,183.253,36.678,-3.493,93.328,0.997,Good,2015_mcyE.xlsx,3.41,0.75,Surface,10:29,41.7124,-83.3756,1.27,0.51,mostly sunny,0.8,NA,22.3,385.7,5.8,23.7,8.18,154,11.5,<0.1,<0.1,1.53,26,142.74,98.11,35.51,23.58,2.897,NA,0.84,0.2,7.33,5.39,11,1.81,2015,7,13,194,547352.4096,102.912,102.912,35.184576,35.184576,0.1,0.1,7,0.1,14
34,2015-07-20T00:00:00,WE6,150,1,60,NA,NA,NA,NA,NA,NA,NA,NA,1,38,37.423,-3.459,94.596,0.99,BQ,2015_mcyE.xlsx,1,8.417,36.678,-3.493,93.328,0.997,BQ,2015_mcyE.xlsx,3.19,0.75,Surface,9:25,41.7101,-83.3803,2.26,0.2,sunny,1.1,NA,23.5,338.9,4.5,32.3,5.85,201,11.2,<0.1,<0.1,<0.45,2.88,172.8,151.35,54.54,67.45,2.441,NA,0.41,0.08,6.83,5.33,7.43,0.41,2015,7,20,201,NA,BQL< 8.,8,BQL< 8.,8,0.1,0.1,7,1.65,15
35,2015-07-27T00:00:00,WE6,200,1,60,1,235351.89,35.952,-3.093,110.508,0.996,Good,2015_cyano.XLSX,1,25,37.423,-3.459,94.596,0.99,BQ,2015_mcyE.xlsx,1,40.468,36.678,-3.493,93.328,0.997,BQ,2015_mcyE.xlsx,3.2,0.75,Surface,9:18,41.7123,-83.3781,0.92,1.03,sunny,1,NA,25.7,331.3,4.6,33.7,8.04,294,8.66,<0.1,0.17,0.15,4.3,154.25,126.84,89.77,51.2,1.762,NA,0.56,0.1,7.04,4.42,6.53,0.74,2015,7,27,208,28242.2268,BQL< 6.,6,BQL< 6.,6,0.1,1.65,8,3.1,14
36,2015-08-04T00:00:00,WE6,50,1,60,1,1.72E+06,35.952,-3.093,110.508,0.996,Good,2015_cyano.XLSX,1,2664,37.423,-3.459,94.596,0.99,Good,2015_mcyE.xlsx,1,BD,36.678,-3.493,93.328,0.997,BD,2015_mcyE.xlsx,3.57,0.75,Surface,9:49,41.7133,-83.3779,2.37,1.17,sunny,0.7,NA,23.8,310,3.5,41.5,6.63,421,10.3,1.65,0.23,36.45,35.53,135.58,96.06,70.47,45.88,1.56,NA,1.33,0.25,6.41,3.58,9.32,2.05,2015,8,4,216,823588.272,1278.72,1278.72,BDL< 0.48,0.48,1.65,3.1,6,4.44,13
37,2015-08-10T00:00:00,WE6,10,1,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.08,0.75,Surface,9:21,41.7109,-83.3795,1.29,0.26,cloudy,NA,NA,24.1,323,6.4,20.5,7.48,32,47.4,3.1,0.15,241.45,352.64,614.39,72.88,20.75,2.36,1.04,NA,12.83,2.59,6.3,3.46,37.5,25.92,2015,8,10,222,NA,NA,NA,NA,NA,3.1,4.44,7,2.01,14
38,2015-08-17T00:00:00,WE6,25,1,60,1,2.08E+06,35.952,-3.093,110.508,0.996,Good,2015_cyano.XLSX,1,1118,37.423,-3.459,94.596,0.99,Good,2015_mcyE.xlsx,1,261.985,36.678,-3.493,93.328,0.997,Good,2015_mcyE.xlsx,3.09,0.75,Surface,9:01,41.7098,-83.3816,2.16,0.44,sunny,0.6,NA,25.1,336,6.2,21.3,6.66,66,15.4,4.44,0.52,22.62,117.31,77.84,10.44,1.27,1.76,0.181,NA,3.04,0.72,6.79,3.04,17.33,8.35,2015,8,17,229,2.00E+06,1073.28,1073.28,251.5056,251.5056,4.44,2.01,7,0.24,14
39,2015-08-24T00:00:00,WE6,30,1,60,1,1.96E+06,35.952,-3.093,110.508,0.996,Good,2015_cyano.XLSX,1,574,37.423,-3.459,94.596,0.99,Good,2015_mcyE.xlsx,1,60.332,36.678,-3.493,93.328,0.997,Good,2015_mcyE.xlsx,2.96,0.75,Surface,9:30,41.7105,-83.3814,2.8,1.63,partly cloudy,0.6,NA,22.8,289.9,7.1,16.9,8.18,100,19.4,2.01,0.3,36.12,134.23,80.2,10.48,1.07,1.04,<0.002,NA,4.8,0.82,5.99,2.78,18.63,10.72,2015,8,24,236,1.57E+06,459.2,459.2,48.2656,48.2656,2.01,0.24,7,3.65,15
40,2015-08-31T00:00:00,WE6,25,1,60,1,757401.56,35.952,-3.093,110.508,0.996,Good,2015_cyano.XLSX,1,334,37.423,-3.459,94.596,0.99,Good,2015_mcyE.xlsx,1,471.659,36.678,-3.493,93.328,0.997,Good,2015_mcyE.xlsx,3.02,0.75,Surface,9:11,41.7114,-83.3794,1.52,0.32,sunny/hazy,0.5,NA,22.6,306.8,7.7,14.7,9.31,137,16.1,0.24,0.19,13.71,50.96,76.84,11.46,1.46,0.9,0.003,NA,4.07,0.63,6,2.72,15.55,9.96,2015,8,31,243,727105.4976,320.64,320.64,452.79264,452.79264,0.24,3.65,8,3.04,14
41,2015-09-08T00:00:00,WE6,40,1,60,1,2.71E+06,35.952,-3.093,110.508,0.996,Good,2015_cyano.XLSX,1,3207,37.423,-3.459,94.596,0.99,Good,2015_mcyE.xlsx,1,1192.721,36.678,-3.493,93.328,0.997,Good,2015_mcyE.xlsx,3.18,0.75,Surface,9:28,41.7114,-83.3791,2.29,0.38,sunny,0.7,NA,25.3,355.8,6.9,17.9,7.57,75,11.4,3.65,0.49,90.38,94.25,102.04,14.78,4.39,1.55,0.033,NA,3.5,0.71,6.22,2.54,11.83,6.61,2015,9,8,251,1.63E+06,1924.2,1924.2,715.6326,715.6326,3.65,3.04,6,1.95,13
42,2015-09-14T00:00:00,WE6,30,1,60,1,5.16E+06,35.952,-3.093,110.508,0.996,OS,2015_cyano.XLSX,1,1061,37.423,-3.459,94.596,0.99,Good,2015_mcyE.xlsx,1,4469.555,36.678,-3.493,93.328,0.997,Good,2015_mcyE.xlsx,2.64,0.75,Surface,9:12,41.7062,-83.3826,2.41,1.33,sunny,0.7,NA,19.1,298.1,7.4,15.9,8.09,142,11.7,3.04,0.41,73.23,72.96,97.05,34.97,13.18,0.27,<0.002,NA,3.08,0.51,5.69,2.11,14.17,7.04,2015,9,14,257,4.13E+06,848.8,848.8,3575.644,3575.644,3.04,1.95,7,1.99,14
43,2015-09-21T00:00:00,WE6,50,1,60,1,1.26E+06,35.952,-3.093,110.508,0.996,Good,2015_cyano.XLSX,1,680,37.423,-3.459,94.596,0.99,Good,2015_mcyE.xlsx,1,1138.112,36.678,-3.493,93.328,0.997,Good,2015_mcyE.xlsx,3.32,0.75,Surface,9:10,41.7132,-83.3762,1.22,1.24,sunny,0.5,NA,19.7,314.8,7.7,14.8,7.26,165,15.3,1.95,0.44,21.06,43.69,86.4,22.18,13.36,<0.4,<0.002,NA,2.86,0.44,5.6,1.83,16.38,6.08,2015,9,21,264,606759.312,326.4,326.4,546.29376,546.29376,1.95,1.99,7,0.6,14
44,2015-09-28T00:00:00,WE6,30,1,60,1,1.64E+06,35.952,-3.093,110.508,0.996,Good,2015_cyano.XLSX,1,666,37.423,-3.459,94.596,0.99,Good,2015_mcyE.xlsx,1,412.571,36.678,-3.493,93.328,0.997,Good,2015_mcyE.xlsx,3.07,0.75,Surface,9:15,41.7114,-83.3788,1.67,0.67,cloudy,0.4,NA,20.5,263.4,12.5,4.4,7,66,23.4,1.99,0.34,51.84,54.99,77.58,9.91,5.56,2.26,0.032,NA,2.61,0.43,4.1,1.73,25.47,5.51,2015,9,28,271,1.31E+06,532.8,532.8,330.0568,330.0568,1.99,0.6,7,0.1,-112
45,2015-10-05T00:00:00,WE6,10,1,60,1,120052.164,35.952,-3.093,110.508,0.996,Good,2015_cyano.XLSX,1,27,37.423,-3.459,94.596,0.99,BQ,2015_mcyE.xlsx,1,31.428,36.678,-3.493,93.328,0.997,BQ,2015_mcyE.xlsx,2.76,0.75,Surface,9:01,41.7115,-83.3794,1.53,1.4,mostly cloudy,0.1,NA,14.4,335.2,34.5,0,8.11,1,115,0.6,0.18,11.15,30.21,685.79,78.49,26.21,45.86,0.367,NA,3.64,0.54,4.87,1.46,121,11.12,2015,10,5,278,288125.1936,BQL< 120.,120,BQL< 120.,120,0.6,0.1,-119,0.1,-109
NA,2015-06-08T00:00:00,WE6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.62,0.75,Surface,10:50,41.7086,-83.3832,3,0.79,cloudy/rain,1.7,NA,20.9,443,1.9,62.9,8.55,89,5.81,<0.1,<0.1,<0.06,1.93,83.97,72.73,3.31,111.88,3.313,NA,0.26,0.05,5.33,2.22,4.94,0.67,2015,6,8,159,NA,NA,NA,NA,NA,0.1,0.1,10,0.1,14
NA,2015-06-18T00:00:00,WE6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.25,0.75,Surface,9:40,41.7164,-83.3825,1.84,0.67,mostly cloudy,0.3,NA,23,383.6,NA,NA,5.83,38,51.7,<0.1,<0.1,0.83,2.08,242.34,173.21,126.16,48.07,7.425,NA,1.09,0.21,7.98,6.69,40,3.13,2015,6,18,169,NA,NA,NA,NA,NA,0.1,0.1,4,,
NA,2015-06-22T00:00:00,WE6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7,0.75,Surface,9:56,41.7101,-83.3809,0.77,0.19,sunny,0.5,NA,23.6,312.7,6.1,21.5,5.41,217,21,<0.1,<0.1,0.16,1.63,230.34,194,135.36,96.49,4.216,NA,0.56,0.1,8.51,12.51,11.97,0.81,2015,6,22,173,NA,NA,NA,NA,NA,0.1,,,,
NA,2015-10-14T00:00:00,WE6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.77,0.75,Surface,9:28,41.7122,-83.3816,1.92,1.22,mostly cloudy,0.8,NA,14.9,260.2,3.9,38.1,8.33,318,7.03,<0.1,<0.1,0.18,3.81,33.03,17.14,12.14,23.21,0.366,NA,0.41,0.07,2.72,0.39,8.16,0.96,2015,10,14,287,NA,NA,NA,NA,NA,0.1,0.1,5,,
NA,2015-10-19T00:00:00,WE6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.72,0.75,Surface,9:06,41.7093,-83.38,3.79,1.32,sunny,2.4,NA,10.1,236.1,1.3,72.1,9.55,523,1.84,<0.1,<0.1,0.02,1.57,23.74,16.48,14.27,22.34,0.317,NA,0.16,0.03,2.06,0.42,1.28,0.2,2015,10,19,292,NA,NA,NA,NA,NA,0.1,,,,
109,2016-05-31T00:00:00,WE6,200,1,60,1,23516.602,36.327,-3.185,106.054,0.999,Good,2016_cyano.XLSX,1,78.372,37.708,-3.42,96.068,0.997,Good,2016_mcyE.xlsx,1,BD,35.413,-3.389,97.279,0.997,BD,2016_mcyE.xlsx,3.05,0.75,Surface,10:42,41.7072,-83.3829,9.04,1.29,sunny,NA,NA,22.2,407.9,2.4,54.7,9.05,907,3.31,<0.1,<0.1,1.5,4.42,90.1,19.4,1.5,49.1,2.457,16.49,0.58,0.12,4.58,1.99,6.7,2.8,2016,5,31,152,2821.99224,9.40464,9.40464,BDL< 0.12,0.12,0.1,,,,
110,2016-06-13T00:00:00,WE6,60,1,60,1,2.58E+06,36.327,-3.185,106.054,0.999,Good,2016_cyano.XLSX,1,43.699,37.708,-3.42,96.068,0.997,BQ,2016_mcyE.xlsx,1,1.322,35.413,-3.389,97.279,0.997,BQ,2016_mcyE.xlsx,3.1,0.75,Surface,10:12,41.7068,-83.3852,9.74,0.71,sunny,0.5,NA,22.6,423.2,11.9,5.1,7.85,529,20.6,0.1,0.16,0.27,42.09,202.3,21,2.7,7.4,1.726,8.37,2.37,0.37,4.53,1.68,24.53,3.52,2016,6,13,165,1.03E+06,BQL< 20.,20,BQL< 20.,20,0.1,,,,
111,2016-06-27T00:00:00,WE6,50,1,60,1,237596.72,36.327,-3.185,106.054,0.999,Good,2016_cyano.XLSX,1,1171.609,37.708,-3.42,96.068,0.997,Good,2016_mcyE.xlsx,NA,NA,NA,NA,NA,NA,NA,NA,2.87,0.75,Surface,10:05,41.7048,-83.3858,8.71,0.88,sunny,1.2,NA,25.8,494,1.7,64.6,5.67,93,2.56,0.6,0.45,0.99,4.25,253.8,67.2,29.9,134.1,1.577,51.01,1.51,0.3,5.06,1.83,6.2,2.37,2016,6,27,179,114046.4256,562.37232,562.37232,NA,NA,0.6,0.14,8,0.55,14
112,2016-07-05T00:00:00,WE6,50,1,60,1,957059,36.327,-3.185,106.054,0.999,Good,2016_cyano.XLSX,1,34.816,35.902,-3.22,104.441,0.996,BQ,2015-2016-redo_mcyE.xlsx,1,BD,36,-3.241,103.478,0.998,BD,2015-2016-redo_mcyE.xlsx,2.77,0.75,Surface,9:46,41.7919,-83.4394,7.17,0.48,sunny,1.3,NA,23.1,481.7,1.8,63.9,7.53,188,2.94,0.14,0.11,1.29,11.79,63.4,11.4,1.2,36.5,2.957,14.98,0.93,0.18,5.71,2.27,4.33,1.17,2016,7,5,187,459388.32,BQL< 24.,24,BDL< 0.48,0.48,0.14,0.55,6,1.71,13
113,2016-07-11T00:00:00,WE6,200,1,60,1,4.57E+06,36.327,-3.185,106.054,0.999,Good,2016_cyano.XLSX,1,2568.021,35.902,-3.22,104.441,0.996,Good,2015-2016-redo_mcyE.xlsx,1,BD,36,-3.241,103.478,0.998,BD,2015-2016-redo_mcyE.xlsx,2.69,0.75,Surface,9:40,NA,NA,9.81,0.46,mostly sunny,1,NA,25.1,439.4,2.6,51.9,8.65,369,4.3,0.55,0.15,4.46,36.04,101.6,18.7,2.3,24,4.81,7.22,1.67,0.31,5.69,2.62,6.5,3.31,2016,7,11,193,548279.46,308.16252,308.16252,BDL< 0.12,0.12,0.55,1.71,7,4.69,14
114,2016-07-18T00:00:00,WE6,100,1,60,1,2.99E+06,36.995,-3.343,99.124,0.995,Good,2015_2016_cyano_redo.XLSX,1,14243.987,35.902,-3.22,104.441,0.996,Good,2015-2016-redo_mcyE.xlsx,1,BD,36,-3.241,103.478,0.998,BD,2015-2016-redo_mcyE.xlsx,2.78,0.75,Surface,9:15,41.7055,-83.3866,14.43,1.01,cloudy,0.8,NA,24.4,363.6,3.6,41,6.61,187,6.6,1.71,0.3,3.44,52.54,92.2,9.7,0.6,13.7,1.549,3.66,1.91,0.3,4.14,1.46,10.9,3.47,2016,7,18,200,716775.6,3418.55688,3418.55688,BDL< 0.24,0.24,1.71,4.69,7,7.26,14
115,2016-07-25T00:00:00,WE6,125,1,60,1,699676.25,36.995,-3.343,99.124,0.995,Good,2015_2016_cyano_redo.XLSX,1,4063.604,35.902,-3.22,104.441,0.996,Good,2015-2016-redo_mcyE.xlsx,1,BD,36,-3.241,103.478,0.998,BD,2015-2016-redo_mcyE.xlsx,2.56,0.75,Surface,9:53,41.706,-83.3868,12.43,0.69,cloudy,0.8,NA,26.9,393,2.9,48,6.66,210,7.68,4.69,1.76,3.69,26.61,101,12.3,1.6,35.3,2.287,11.44,1.89,0.34,4.99,1.82,6.97,4.31,2016,7,25,207,134337.84,780.211968,780.211968,BDL< 0.192,0.192,4.69,7.26,7,4.7,15
116,2016-08-01T00:00:00,WE6,25,1,60,1,205806.1,36.995,-3.343,99.124,0.995,Good,2015_2016_cyano_redo.XLSX,1,1349.049,35.902,-3.22,104.441,0.996,Good,2015-2016-redo_mcyE.xlsx,1,1.853,36,-3.241,103.478,0.998,BQ,2015-2016-redo_mcyE.xlsx,2.85,0.75,Surface,9:30,41.706,-83.3861,8.75,0.66,sunny,0.3,NA,26.5,358,11.5,5.7,7.62,189,24,7.26,0.38,14.62,52.99,199.6,8.3,1.2,9.6,1.224,5.55,4.46,0.83,4.81,1.32,21.84,8.29,2016,8,1,214,197573.856,1295.08704,1295.08704,BQL< 48.,48,7.26,4.7,8,8.39,14
117,2016-08-09T00:00:00,WE6,25,1,60,1,56820.7,36.995,-3.343,99.124,0.995,Good,2015_2016_cyano_redo.XLSX,1,40.548,35.902,-3.22,104.441,0.996,BQ,2015-2016-redo_mcyE.xlsx,1,8.994,36,-3.241,103.478,0.998,BQ,2015-2016-redo_mcyE.xlsx,2.73,0.75,Surface,9:26,41.7049,-83.3856,7.15,0.86,sunny,0.3,NA,25.4,287.3,13.2,3.7,8,219,23.9,4.7,0.3,14.62,62.2,104.1,5.8,1,2.5,0.292,3.68,4.98,0.77,4.19,0.92,28.1,10.22,2016,8,9,222,54547.872,BQL< 48.,48,BQL< 48.,48,4.7,8.39,6,21.26,13
118,2016-08-15T00:00:00,WE6,25,1,60,1,437659.56,36.995,-3.343,99.124,0.995,Good,2015_2016_cyano_redo.XLSX,1,861.484,35.902,-3.22,104.441,0.996,Good,2015-2016-redo_mcyE.xlsx,1,13.219,36,-3.241,103.478,0.998,BQ,2015-2016-redo_mcyE.xlsx,2.81,0.75,Surface,9:52,NA,NA,6.22,0.35,NA,0.3,NA,26.4,286.5,12.3,4.7,7.76,26,26.2,8.39,0.36,8.04,114.57,176.2,6.4,2.7,3.5,0.013,5.16,8.19,1.36,4.57,1.24,29.73,16.68,2016,8,15,228,420153.1776,827.02464,827.02464,BQL< 48.,48,8.39,21.26,7,0.87,14
119,2016-08-22T00:00:00,WE6,25,1,60,1,1.01E+06,36.995,-3.343,99.124,0.995,Good,2015_2016_cyano_redo.XLSX,1,564.094,35.902,-3.22,104.441,0.996,Good,2015-2016-redo_mcyE.xlsx,1,8.273,36,-3.241,103.478,0.998,BQ,2015-2016-redo_mcyE.xlsx,2.74,0.75,Surface,10:29,41.7058,-83.3859,2.11,0.9,sunny,0.3,NA,24.3,285.8,15.2,2.3,8.09,159,35.6,21.26,0.24,28.59,100.32,280,5.7,1.2,54.3,<0.002,7.51,5.98,0.92,4.14,1.16,34.1,14.42,2016,8,22,235,973762.1376,541.53024,541.53024,BQL< 48.,48,21.26,0.87,7,2.3,15
120,2016-08-29T00:00:00,WE6,30,1,60,1,872230.75,36.995,-3.343,99.124,0.995,Good,2015_2016_cyano_redo.XLSX,1,256.174,35.902,-3.22,104.441,0.996,Good,2015-2016-redo_mcyE.xlsx,1,1.052,36,-3.241,103.478,0.998,BQ,2015-2016-redo_mcyE.xlsx,3.09,0.75,Surface,9:26,41.707,-83.3838,13.53,2.34,sunny,0.1,NA,25.3,291.3,16.4,1.7,7.31,156,36.7,0.87,0.38,5.48,71.13,102.9,7.8,18.3,16.3,<0.002,8.18,5.15,0.7,4.75,1.39,39.27,9.88,2016,8,29,242,697784.6,204.9392,204.9392,BQL< 40.,40,0.87,2.3,8,2.45,14
121,2016-09-06T00:00:00,WE6,50,1,60,1,1.23E+06,36.995,-3.343,99.124,0.995,Good,2015_2016_cyano_redo.XLSX,1,340.855,35.902,-3.22,104.441,0.996,Good,2015-2016-redo_mcyE.xlsx,1,33.798,36,-3.241,103.478,0.998,BQ,2015-2016-redo_mcyE.xlsx,2.47,0.75,Surface,9:25,41.7038,-83.3863,8.11,0.87,sunny,0.3,NA,23.6,351.2,13.3,3.6,8.28,74,30.3,2.3,0.36,10.13,51.61,112.5,17.2,6.4,3.3,0.192,15.48,3.29,0.63,4.74,1.46,56.8,4.92,2016,9,6,250,590174.304,163.6104,163.6104,BQL< 24.,24,2.3,2.45,6,1.81,13
122,2016-09-12T00:00:00,WE6,50,1,60,1,2.04E+06,36.327,-3.185,106.054,0.999,Good,2016_cyano.XLSX,1,BD,35.902,-3.22,104.441,0.996,BD,2015-2016-redo_mcyE.xlsx,1,BD,36,-3.241,103.478,0.998,BD,2015-2016-redo_mcyE.xlsx,2.56,0.75,Surface,9:27,41.7039,-83.3853,8.92,0.46,sunny,0.5,NA,22.8,343.2,6.6,19.1,8.73,365,14.2,2.45,0.33,8.44,55.32,93.8,19,7.2,8.8,0.05,16.44,2.56,0.73,3.45,1.26,16.33,2.81,2016,9,12,256,980088.048,BDL< 0.48,0.48,BDL< 0.48,0.48,2.45,1.81,7,0.32,16
